headline,incident_date,state,district,species,conflict_type,livestock_killed,human_injured,human_dead,summary,confidence,report_type,needs_review,source,url,date,village,article_body,body_status
"16 sheep killed, 17 injured in leopard attack in Chadoora Budgam - kashmirpen.in",2026-09-10,Jammu & Kashmir,Budgam,Leopard,Livestock Attack,16.0,17.0,0.0,Leopard attack resulted in the death of 16 sheep and injury to 17.,0.98,single_incident,,kashmirpen.in,https://news.google.com/rss/articles/CBMilAFBVV95cUxNRnpwdFVzdEZ6R0JWdElTSGc0S1JXZ3hac00zZzAzOVptSFNPY1VGZU82VG9HUVFVMTlLRDRoWFo2V0t0ZnBXOVo5UmdTVUtyQk50YXVMQ1k2YXkwaEY0RndkUnE4cVZaanZUY3hncFZoMGphdzhQQTEwSFBndVItQzlubjhyRkVBbmtxOFR1dHNSSXVO?oc=5,,,"Budgam, Sep 10: Sixteen sheep were killed and 17 others injured after a leopard attacked a flock in the Chadoora area of Budgam district during the intervening night of Wednesday and Thursday.
Imtiyaz Ahmad Chopan, owner of the flock, said that he believed a leopard had attacked his sheep, though the animal’s identity is yet to be confirmed.
He said the animal entered the livestock enclosure in Badipora village of Chadoora during the night and attacked the flock. “We depend on livestock for our livelihood, and the incident has caused significant financial losses for us,” he said.
Chopan appealed to the government and concerned departments to provide immediate assistance and compensation for the loss of livestock.
Meanwhile, locals also urged the Wildlife Department to inspect the site and take necessary measures to prevent further attacks in the area.","success(trafilatura, resolved_via_decode, 863 chars)"
Leopard kills 9-year-old boy in Kupwara village - thekashmirhorizon.com,2026-06-08,Jammu & Kashmir,Kupwara,Leopard,Human Death,0.0,0.0,1.0,A 9-year-old boy was killed by a leopard in Kupwara village.,0.98,single_incident,,thekashmirhorizon.com,https://news.google.com/rss/articles/CBMikwFBVV95cUxOWUVLMDczTkJIQzQtNXZnUGhXdTl5YThVVlhsbEM5NGJNSnRzVC10LVJLNWNVaVlxR1RDNGVsMkFTUTVWS0FnV01IOVBHZmMxOEVLRGtkOUtDQlM2a0Z2bHgzRGJiS1piZm1Da1BZOHdDYTBHQXVXMUc3SjlIZjJVWFJmNVpPMURYamZSOWtWc0sxcTg?oc=5,,,"Kupwara, Jun 08: A nine-year-old boy was killed in a leopard attack at Manzpathra village of Chowkibal area in North Kashmir’s Kupwara district on Monday, triggering panic among local residents.

The man-animal encounter as per the news agency—Kashmir News Observer (KNO) occurred near high school and left the child severely injured. However, the victim succumbed to his injuries later.

The incident spread fear across the area, particularly as it came just weeks after another child from the same village was attacked by a leopard and injured.

Locals have urged the Wildlife Department and district administration to launch an immediate operation to capture the leopard and prevent further attacks—(KNO)","success(newspaper3k, resolved_via_decode, 707 chars)"
Leopard Attack in North Kashmir Kills Seven Sheep - Kashmir Life,2025-12-18,Jammu & Kashmir,,Leopard,Livestock Attack,7.0,0.0,0.0,Leopard killed seven sheep in North Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPdFJVc3d2M0ctY0ZYbHhoWGxzMUI0VDlXXzNkUjdzcjNRNHFJbVJ3VFdRRDhmZ3BIM1NVSGtnSDNscWVaWXc3V29aZHNuTjVzYXBfMWtVSUFlYVJxcXRwV194dHc1cEotWFhNZzZLLXBFNkdTTTI3bEJuUEJKOUM4VnVFb3N0V2Za?oc=5,,,"SRINAGAR: Panic gripped Shiva village on the outskirts of Sopore in north Kashmir’s Baramulla district after a leopard attacked a flock of sheep, killing at least seven and injuring many others.

An official said that the wild animal entered the sheep shed belonging to one Showket Ahmad Dar during the intervening night and mauled several livestock. “Seven sheep were found dead on the spot, while seven others sustained grievous injuries,” he said.

The incident has triggered fear among residents, who have appealed to the Wildlife Department to deploy teams and set up cages in the area to capture the leopard before it causes further damage.

Meanwhile, a team from the Wildlife Department reached the village soon after the incident and launched a hunt to track and capture the wild animal. (KNO)","success(newspaper3k, resolved_via_decode, 802 chars)"
"Man dies in leopard attack in Mandi, 5 others injured; animal succumbs after villagers retaliate - The Indian Express",2025-12-24,Himachal Pradesh,Mandi,Leopard,Human Death,0.0,5.0,1.0,"A man died in a leopard attack in Mandi, and 5 others were injured.",0.98,single_incident,,The Indian Express,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNclpLSFM3dzJfMDlPd1VkVkRneGNnUWRrZ0lmd0RnTmpOZGIwdjVlQndBV25iYlR2Z1c3VFpWNWVrNkFsRFRNU2pfZUJqRHRCU0hnWHItS1EyQ1Y3WDdkR0dyOFhTNWx6dGxiX3c1Yld4Sm1tNlBfNWw3R1lIaEdFd0hqSTNULUxwaW5vdGdIc2p3U1lrNTNycVRpSFBHbWV6V3hQdVVWY3F0MGdlZHVzaVJMRkNpLVE3Qk9aYlpubzFEU3NvekFPVkFockR4SmtV0gHXAUFVX3lxTE9UdkI5RkxfbUFKRDlUN0hXbDJKZjR6aDZ2MGdQWjlsaWNDYnVaLVA2WjdxWG40eENZejZ2R0wtNkhnTFZ0MnNQTDFVek5HNFNlMkplTFhqbV9meUQ4MXZIb2hDbGpnclp5LXRMQURMZVB1MzZYOWJtbTJ2ZU1BekZ3Smttd3ZxSUs2RDhxenFpc2JQemR5Z3NYS2RlbFZhcm0yVzE2RVRKdHdBZEstTmI5MEJHY3RGanM5QnR3X3RfZ0tPVmIxSUJZZElmZ19vOTNLTkdxN0tB?oc=5,,,"Man dies in leopard attack in Mandi, 5 others injured; animal succumbs after villagers retaliate
The leopard first targeted residents of Chandiyal in Mandi before entering Bhadyal, where four people were seriously injured in separate attacks. It then attacked Balbir Singh in Malwana, killing him.
A man was killed and five others, including two women, were injured after a leopard attacked them around 7 am in Himachal Pradesh’s Mandi district Wednesday morning. The leopard was later attacked by villagers and succumbed to the injuries.
Forest officials identified the victim as Balbir Singh, 39, who had come to Malwana village to visit relatives. The injured have been identified as Sahib Singh, Deena Nath, Champa Devi, Janit, and Rekha Devi. They were admitted to Shri Lal Bahadur Shastri Medical College in Nerchowk.
Preliminary findings suggest that Balbir had stepped out to relieve himself when the leopard attacked him. The injured belonged to three different villages in the Balh Valley. The animal first targeted residents of Chandiyal village before entering Bhadyal, where four people were seriously injured in separate attacks. It later attacked Balbir in Malwana village, killing him on the spot.","success(trafilatura, resolved_via_decode, 1213 chars)"
Maharashtra: Leopard mauls 10-year-old to death; body found 1.5 km away from spot of attack - Times Now,2020-11-28,,,Leopard,Human Death,0.0,0.0,1.0,A leopard mauled a 10-year-old to death.,0.5,single_incident,,Times Now,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOdFJUMXpiN2VmczQxTUVkWWVmSDNvSzgzTlVneElaTFNacVlVRUFTYUpCU1hzZUdNNzdIeEdHOXllck1MRUdwMzdYQ05qcWhLMXpkb1A4UkVLLXMzWUFVbnZ5YndYRFRsT1Z3YnRtb3ozY1Z4bkNzdzR6N1lwVUY0Q2dQeERNeWxOVXN5VGVWNUVRTE01TU44VHpzRmJ3WnJnN19hRmY3SEpKNnJqdExCeFYxSDhZY093UWk3Ukc5T2FOa1dnanJySENoQ0ZIbmNkSFlkTWtR0gHbAUFVX3lxTFBIRTBSdVpnbXRpV1NwdTFUbEE0SDJuTXNyWDVGY3JTb282V2duYzZ2VV80S2pMQ2VTampuYjVvRTYyYmhVSmpLTmVidHI2cVlIRlpGS3dxZ2c3RnJLMFE5MjFWcjRkbzRtM1lJcWsxTHVhQ3UtUFRiOGFWU3dycjRtZi1PLS1nS0FkTGRWMUo2YTlHMjhRT0l4Y2JXZ19KTDh0eWJHZ3FxaER1TUpYdEZwQlZOaEFVQS1jRkZxTDJYVHRfdE53d28tbnBNVVpSUmdUc3czM2E1M2poQQ?oc=5,,,"Aurangabad: In yet another incident of human-wildlife conflict, a leopard attacked and killed a 10-year-old boy at a village in Beed district of Maharashtra on Friday. The body of the victim was found more than 1 km away from the spot of the attack.
The incident took place at Kinhi village in the district’s Ashti taluka on Friday afternoon. The now-deceased boy, identified as Sarthak Bankar, was attacked by the leopard when he was on a farm. Farmers who were working in nearby fields rushed to save him after hearing his cries for help, but in vain as the big cat had dragged him away.
Boy's dead body found in bushes
“The farmers found the boy’s body in the bushes, at a distance of about 1.5 km, after a two-hour search with wounds on the neck and some other parts of the body,” a report by The Times of India quoted forest officials as saying.
Responding to a question, forest range officer Amol Munde it was too early to declare the leopard a man-eater. A combing operation in the area is underway. Sources told TOI that the local police and forest officials are planning to track the big cat with the help of drone cameras.
Similar incident
A 40-year-old farmer, identified as Nagnath Garje, was mauled to death by a leopard in a neighbour village three days ago.
The leopard killed Garje when he was working on his field in Surdi village on Tuesday. When he didn’t return home after work, a search was carried out in the area and he was found dead.","success(trafilatura, resolved_via_decode, 1458 chars)"
Water pipeline worker attacked by leopard in Himachal Pradesh - Indiablooms,2020-12-24,Himachal Pradesh,,Leopard,Human Injury,0.0,1.0,0.0,Water pipeline worker attacked by leopard.,0.98,single_incident,,Indiablooms,https://news.google.com/rss/articles/CBMipwFBVV95cUxQcVM4ME9RWWJkSzVmaWZKTS1BTk80UjFxa2tNSjVsSnpVaDNsOWoxUEZqNlliM3RHWUJxdzA1YjJfSUhJX1FULXVURGplY2ZoczBhVEJnbGV4SE85YW4ySzVtZEV6VFMwN1JKa0FlbnJ6SFJhQTVjbkkwX0JrT2dHSnFDeW0yY2RWeG5HUVdINDhOdXJQWWxiaTg2LWFEcXhLMXkyeGRNSQ?oc=5,,,"Water pipeline worker attacked by leopard in Himachal Pradesh
Shimla/UNI: A 45-year-old man working in a forest near Shimla was injured after being attacked by a leopard, police said on Thursday.
The leopard, who reportedly attacked the man while he was laying a water pipeline, fled the spot when the victim's co-workers arrived on hearing his cries.
According to police, the incident occurred in the forest adjoining Salana village near Shoghi at about 1530 hrs on Wednesday afternoon, when some workers were laying water pipelines in the area for an irrigation and public health (IPH) project.
	
“One of them, Abdul Gafur, was allegedly attacked by the leopard while he was at work. The rest of the workers were present some distance away. They rushed to the spot after hearing Gafur's cries and the animal fled on seeing them,” said a police official.
Gafur received injuries on his right leg where the leopard attacked him with its paw, and was given first aid before being rushed to the IGMC hospital in Shimla for treatment, the police said.
	
The victim is a resident of Mandi in Poonch district of Jammu and Kashmir, and had arrived in Shimla along with his two sons and five others after being hired by an IPH contractor, officials said.
“We have alerted the forest authorities, and the concerned divisional forest officer has sent a wildlife team to the spot to search and capture the animal,” he added.
Support Our Journalism
We cannot do without you.. your contribution supports unbiased journalism
IBNS is not driven by any ism- not wokeism, not racism, not skewed secularism, not hyper right-wing or left liberal ideals, nor by any hardline religious beliefs or hyper nationalism. We want to serve you good old objective news, as they are. We do not judge or preach. We let people decide for themselves. We only try to present factual and well-sourced news.","success(trafilatura, resolved_via_decode, 1872 chars)"
Man vs leopard: Big cat attacks man; gets killed by irate villagers in front of forest department officials - Times Now,2020-04-12,,,Leopard,Retaliation Against Wildlife,0.0,0.0,0.0,A leopard attacked a man and was killed by villagers.,0.98,single_incident,,Times Now,https://news.google.com/rss/articles/CBMi_gFBVV95cUxQVzhuNDJlNkNrTzJOZjd1WGl3cGotclJlWGxrd3VKTlh2NmFMSXlvZHZtekJsSmZfSFF4VW9vNnk0X0lVa2NVaEk2VFFLWEEwcFJFU1FPc1B1clpja2pXcEprQ0c2Q0dNdGZ5ZHZ3WWlkSEZSSU9IWHRsZmtzbjdEMWpCQVlfblpzOFJ3Tnc4b2h6ME5wOEdMbl80TFR0TzNfZW5FamRrLUZldDJWOWlkSVRYbXlTR2VJSnFYMFRCMEVNb1FyTDVNT1BGNGZ4YzhkenROb1A1cW1US3hTalB2cmNJTlJNYmNrRW1BNy05aU5wVUlhaXc3czRYeWE2dw?oc=5,,,"Lucknow: In yet another incident of man-animal conflict a leopard was allegedly thrashed to death with sticks in a wheat field after it launched an attack on a local near Susundi village in Varanasi division’s Ghazipur district. The big cat, in self-defence, left three people injured when it tried to escape.
Villagers overlook instructions of police and forest officials
Divisional forest officer Ghazipur Girish Chandra Tripathi stated that the officials of the forest department and the local police repeatedly urged the villagers to leave the area and allow them to capture it, but the villagers chose to overlook their instructions and killed the beast. The incident took place within the territorial jurisdiction of the Nonahara Police Station. The accused have been booked under Section 9/51 of the Wildlife Protection Act. Further, he mentioned that the feline’s carcass was sent for conducting a post mortem examination.
Leopard attacks local
According to the Times of India, the strayed leopard attacked a local on Sunday. The victim alerted the villagers about the presence of the beast in the area. After attacking the man, the leopard entered into a wheat field and hid. Hundreds of villagers arrived at the field and encircled it to trap the big cat. Upon receiving information, a police team also arrived at the spot.
Leopard's bid to escape
The DFO said that he also arrived at the wheat field after receiving information from the district collector. Tripathi said that he and the police team repeatedly requested the villagers to leave the area and enable them to capture the big cat. But they refused to listen to them. Then, the angry mob began shouting which scared the beast and it attempted to flee from the field.
While attempting to escape from the mob surrounding the field, the leopard attacked the mob, leaving three people injured. Later, the infuriated mob thrashed the big cat with sticks. It died on the spot.","success(trafilatura, resolved_via_decode, 1941 chars)"
"Leopard mauls down a person to death, injures five in Balh valley of Mandi district - himachalguardian.com",2025-12-24,Himachal Pradesh,Mandi,Leopard,Human Death,0.0,5.0,1.0,Leopard attack resulted in one death and five injuries.,0.98,single_incident,,himachalguardian.com,https://news.google.com/rss/articles/CBMivAFBVV95cUxNTC00eHdkTFhSZFdWN1Q3LXc3UGRMem53bFdBMFUtRmRZWWthNnpBTjRFb2IzR3ZROHJOV0tNcGdTTWgxczFZeTVIbHFPaVRfWUhRYTNJU3RqVGZJTEFfQWtrS1YtQmtZZHp1czcyYmUxd1R3aFgwdUlIQURUUVljUW9IZFY1Y21pOEhGc2VVdVEzcHZFZUQ1SktZczVReC1oZlpZcnZvRU02MU40dlhQR0Z1cmJhN1JWOUt0Xw?oc=5,,,"One person was mauled down to death by a leopard and five others injured in Bhadyal and surrounding villages in Balh valley of Mandi district on Wednesday morning creating a scare among people, who later killed the beast.
The first attack was reported in the early morning at about 5.30 am in Chandyal village when the leopard attacked migrant workers heading towards a sand mine.
As per a villager Pradeep, “After attacking workers it ran towards a ravine and mowed down Balvir Singh (40), a resident of Mandi who had come to visit his relatives living in Bhadyal village; it reportedly slit his throat with his paw and killed him.
As per a forest official, “It injured Sahib Singh, Dina Nath, Janit and Rekha Devi in Chandyal village and Champa Devi in Malwana village.”
All Injured are being treated at Shri Lal Bahadur Shastri Government Medical College and Hospital, Nerchowk.
Pradeep said , “ As the news of the attack by the leopard spread the panicked villagers gathered carrying sickles, sharp instruments and long sticks, they hit the animal to save themselves from further attack and killed it.”","success(trafilatura, resolved_via_decode, 1106 chars)"
Elderly man killed by leopard in Uttarakhand’s Chamoli district | India News - Hindustan Times,2020-12-01,Uttarakhand,Chamoli,Leopard,Human Death,0.0,0.0,1.0,An elderly man was killed by a leopard.,0.98,single_incident,,Hindustan Times,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPbkdNQlFuTFdsZzRicXdsNEFNX0dadkNGNVFHVGdLZWc1UksyOVE2dEU3ajhMVGxSa3hwSTJleDBHel90ZXRjaV8zcll2NFQtdUhGNFhEV3BobFJtUzczSzBUYlhRRHg3djJsT3liQndsTHBoZDdhT3E3Z2FLRVRxMW9tM1hwWnZMMUdzLTNEejZKZlcxcmplSFQ1SU9qcDRmQnFRNzJCU1ZleFQzYmQ4V1JsamJvUm5DX29rSkFDX2xkZllzOFU1bmQtbnNDRG50U2t0dm9n0gHbAUFVX3lxTFBwRkNNcGxNVkwyalhfbnNMdmV0Rk1uSGVPamhrRkwySmFiTWFuM1o5V2xDTktocENJdG8yVHJMX3Z2clhhal9jLXozbVA5VFdHbzNOV19SaVZnaElvV0ZGUEoyc0syZFM4YXpYdmpLSWJiY1JSd0RMWThuRDVHSV9LR2JNcFUtaEZZaDhnUm1VcWxBY09ia29wemZfaVNCVmJXSDc2dzViVEtrTFVTbjlNc1l3dU9faV9qS2dNY2pUSkxKTVhJcDJENjBfM051VmVOU3lmVUtFdGVRUQ?oc=5,,,"Elderly man killed by leopard in Uttarakhand’s Chamoli district
This is not the first such attack to be reported from the state, where human-leopard conflict has been increasing. In the first week of November a 21-year-old woman was killed in a leopard attack in Champawat district.
A 65-year-old man was killed in a leopard attack on Monday in Chamoli district, forest officials said.
The man was attacked by the leopard on his way to the market on Monday morning in Joshimath block of the district.
After the attack, locals present at the spot made a noise due to which the leopard went back to the forest area, but angry locals protested till evening with the deceased’s body on the road.
JS Suhag, chief wildlife warden of the Uttarakhand forest department said, “I have ordered to install cages in the area to try to capture the leopard. This is the second incident of an attack by a leopard from the area. A few days ago a Nepali worker was attacked by a leopard.”
The senior forest official said that the leopard will be declared a man-eater if any further attacks take place.
This is not the first such attack to be reported from the state, where human-leopard conflict has been increasing. In the first week of November a 21-year-old woman was killed in a leopard attack in Champawat district.
Three women, including a teenager lost their lives in a week in October in Okhalkanda block of Nainital.
On October 21, a 13-year-old girl was killed in a leopard attack in Nainital district when she was going to the forest to cut grass. On October 15, an 11-year-old girl was killed by a leopard in Jaspur area in US Nagar district when she was playing with her siblings outside her house.
On October 14, a 40-year-old woman was mauled to death by a leopard in Pithoragarh district when she had gone to the forests to cut grass.","success(trafilatura, resolved_via_decode, 1832 chars)"
"In Uttarakhand’s Pithoragarh, 40-year-old woman killed by leopard | India News - Hindustan Times",2020-10-15,Uttarakhand,Pithoragarh,Leopard,Human Death,0.0,0.0,1.0,A 40-year-old woman was killed by a leopard.,0.98,single_incident,,Hindustan Times,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPVkt0bktvUW0zVUJ0emRGSXFBa1g4TzVkRWs2X3g2M0FwYVV1ODR6Z0dpbWNNNnBYS204TlNLb2pGQ3VPQk5rSkFZS0pzSDlIX1BCYmlxOUV3SVdZQ2NEWW8tdFkySVZlYmV6WEJvczhrNGx1QWtBdmkxRENxOWxJMk5SUVJIRkJiZXRWTVhqazl2cVNmSHdzNzJaSl9ieG9Dbm1MbUJDbG5JZHlfSGtzancwbHhlRHZVRFdCYUNZeWZ3XzhqMlZXMExUb3Z2VUMtRTB1bWdsNNIB3AFBVV95cUxNWm1FOTdCSTAyWEJSOXJQSkpMY2dyTUpldDZ0M2ViYWxrNkRaM0tUNXFtN2FUcmFXVzV1cnZTeC1LS1QyamJLTmRuOEdZRVFFa0g5dmIzazJjNkVHUl9jWXhlRXM0WkhBUklUQ2l5OWNqOEJjNWhsVkgtRXAtX3hkRHNfSlNKbXJCTThIeS1DS3JMZG80NmM2Q0FKMG16Z3lVQWtTQ2NEdy1KNTg3UkdyVU5IczNYZ2s1QVFqeUtuY3JYaFlzWDQ4aGZVcVNEVDI4c0RYdnRyV3pOZ2F6?oc=5,,,"In Uttarakhand’s Pithoragarh, 40-year-old woman killed by leopard
This is not the first incident of a leopard attack in the state. On October 11, a 7-year-old girl was killed by a leopard in Tehri Garhwal district when she had gone to use the washroom outside her house. This was the fifth case of a child being killed by a leopard in the past one month.
In yet another incident of leopard attack, a 40-year-old woman was mauled to death by a leopard in Pithoragarh district on Wednesday evening when she had gone to the forests to cut grass.
Vinay Bhargav, divisional forest officer of Pithoragarh division said the incident happened around 4 pm on Wednesday in Papdeo Van Panchayat area.
“When the woman had gone to cut grass in the forests, she was mauled by the leopard and the animal further dragged her around 50 metres into dense bushes. Upon hearing her scream, other women who had accompanied her reached the site by tracing the blood trail, but the woman had died by then,” Bhargav said.
The body was recovered by local forest staff and sent to the district hospital for a post-mortem examination.
“As the incident happened inside a forest area, it prima facie appears to be a result of confrontation and panic attack,” said the forest official.
This is not the first incident of a leopard attack in the state. On October 11, a 7-year-old girl was killed by a leopard in Tehri Garhwal district when she had gone to use the washroom outside her house. This was the fifth case of a child being killed by a leopard in the past one month. On October 7, a 7-year-old girl was killed in a leopard attack outside her house in Berinag division of Pithoragarh district. On October 1, a 14-year-old boy was killed in a leopard attack in Pauri Garhwal district when he took his cattle for grazing in the forest area.
On September 24, an 11-year-old girl was killed in a leopard attack in Pithoragarh district when she was working near her house and collecting fodder. On September 19, a 7-year-old girl was mauled to death by a leopard when she was playing near her house in Almora district. On September 22, a 40-year-old man was also killed by a leopard in the Pithoragarh district.","success(trafilatura, resolved_via_decode, 2183 chars)"
