headline,incident_date,state,district,species,conflict_type,livestock_killed,human_injured,human_dead,summary,confidence,report_type,needs_review,source,url,village,article_body,body_status
"16 sheep killed, 17 injured in leopard attack in Chadoora Budgam - KashmirPEN",2026-09-10,Jammu & Kashmir,,Leopard,Livestock Attack,16,17,0,Leopard attacked sheep in Chadoora Budgam.,0.98,single_incident,,KashmirPEN,https://news.google.com/rss/articles/CBMilAFBVV95cUxNRnpwdFVzdEZ6R0JWdElTSGc0S1JXZ3hac00zZzAzOVptSFNPY1VGZU82VG9HUVFVMTlLRDRoWFo2V0t0ZnBXOVo5UmdTVUtyQk50YXVMQ1k2YXkwaEY0RndkUnE4cVZaanZUY3hncFZoMGphdzhQQTEwSFBndVItQzlubjhyRkVBbmtxOFR1dHNSSXVO?oc=5,,,extraction_failed(after resolved_via_decode)
Leopard kills 9-year-old boy in Kupwara village - thekashmirhorizon.com,2026-06-08,Jammu & Kashmir,,Leopard,Human Death,0,0,1,Leopard killed a child in Kupwara village.,0.98,single_incident,,thekashmirhorizon.com,https://news.google.com/rss/articles/CBMikwFBVV95cUxOWUVLMDczTkJIQzQtNXZnUGhXdTl5YThVVlhsbEM5NGJNSnRzVC10LVJLNWNVaVlxR1RDNGVsMkFTUTVWS0FnV01IOVBHZmMxOEVLRGtkOUtDQlM2a0Z2bHgzRGJiS1piZm1Da1BZOHdDYTBHQXVXMUc3SjlIZjJVWFJmNVpPMURYamZSOWtWc0sxcTg?oc=5,,"Kupwara, Jun 08: A nine-year-old boy was killed in a leopard attack at Manzpathra village of Chowkibal area in North Kashmir’s Kupwara district on Monday, triggering panic among local residents.
The man-animal encounter as per the news agency—Kashmir News Observer (KNO) occurred near high school and left the child severely injured. However, the victim succumbed to his injuries later.
The incident spread fear across the area, particularly as it came just weeks after another child from the same village was attacked by a leopard and injured.
Locals have urged the Wildlife Department and district administration to launch an immediate operation to capture the leopard and prevent further attacks—(KNO)","success(trafilatura, resolved_via_decode, 704 chars)"
Leopard Attack in North Kashmir Kills Seven Sheep - Kashmir Life,2025-12-18,Jammu & Kashmir,,Leopard,Livestock Attack,7,0,0,Leopard attacked sheep in North Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPdFJVc3d2M0ctY0ZYbHhoWGxzMUI0VDlXXzNkUjdzcjNRNHFJbVJ3VFdRRDhmZ3BIM1NVSGtnSDNscWVaWXc3V29aZHNuTjVzYXBfMWtVSUFlYVJxcXRwV194dHc1cEotWFhNZzZLLXBFNkdTTTI3bEJuUEJKOUM4VnVFb3N0V2Za?oc=5,,"SRINAGAR: Panic gripped Shiva village on the outskirts of Sopore in north Kashmir’s Baramulla district after a leopard attacked a flock of sheep, killing at least seven and injuring many others.
An official said that the wild animal entered the sheep shed belonging to one Showket Ahmad Dar during the intervening night and mauled several livestock. “Seven sheep were found dead on the spot, while seven others sustained grievous injuries,” he said.
The incident has triggered fear among residents, who have appealed to the Wildlife Department to deploy teams and set up cages in the area to capture the leopard before it causes further damage.
Meanwhile, a team from the Wildlife Department reached the village soon after the incident and launched a hunt to track and capture the wild animal. (KNO)","success(trafilatura, resolved_via_decode, 799 chars)"
4-Year-Old Girl Mauled To Death By Leopard In Budgam - Kashmir Observer,2021-06-04,Jammu & Kashmir,,Leopard,Human Death,0,0,1,Leopard killed a young girl in Budgam.,0.98,single_incident,,Kashmir Observer,https://news.google.com/rss/articles/CBMif0FVX3lxTE82MnRNbzk0VmhtSXkxNUtGU1dsWnViVHdUY1JRSjVxWEtEQXcxTERHajBLOUJybWxEYUlUcTZKZEJlek1sQlZ2aFF4SFFxam1sTWZrQkRPeVZGSnk1R2RxUDQyRk5QR1Fpb2lNMGk1RE9Kd3NFVE1YWUN5LVM4M1U?oc=5,,"Srinagar- A four-year-old girl was mauled to death by a leopard in Budgam district of Jammu and Kashmir, officials said.
Adha Shakil went missing from the lawn of her house in Ompora Housing Colony on Thursday evening, they said, adding remains of her body were found in a nearby forest area during a search operation on Friday morning.
Deputy Commissioner Shahbaz Mirza called a meeting with senior police officers and officials of the forest and wildlife departments to decide on a slew of measures to prevent such incidents in the future.
These include immediate removal of fallen material and other cultural operations in Ompora forests and other risk areas.
The forest department will immediately take steps for erection and strengthening of existing chain-link fencing in the Ompora forests and will submit a detailed project report to the higher authorities for funds.
The wildlife warden will deploy staff, well equipped with machinery for elimination of the wild animal (leopard), which has turned man-eater, with permission from the competent authority.
The wildlife department staff will be deputed in the periphery of the Ompora forests for patrolling and awareness among the general public. (PTI)","success(trafilatura, resolved_via_decode, 1209 chars)"
Two Injured In Leopard Attack In North Kashmir’s Kupwara - Kashmir Observer,2025-04-14,Jammu & Kashmir,,Leopard,Human Injury,0,2,0,Leopard attacked and injured two individuals in Kupwara.,0.98,single_incident,,Kashmir Observer,https://news.google.com/rss/articles/CBMimwFBVV95cUxOdkRDQm1TYmNmX3BjdmYteGY1Rk91NnFRLUs5b2pxQUNOQXd2YjRwcWJSVXFFU1JDYUlyZFY2Unp5NWctbFZfWk5iWldYcFZuNm1GWTBSd2VaZzlna3RDQk9IRjVFaDhQeHR5NEVKRTdkNVNQMEpLVDhIUkFaTkp2WVpQcW1sa2hTdmxLbWxmNnJIZ3AyR2UzUl9tQQ?oc=5,,"Srinagar- Atleast two people including a woman were injured in a leopard attack in Kralpora area of North Kashmir’s Kupwara district on Monday.
Officials said that a leopard attacked two persons when they were working in their agriculture land at Aloosa Kralpora, leaving them injured, reported news agency GNS.
They were immediately shifted by locals to SDH Kralpora for treatment.
They have been identified as Mohammad Abdullah Wani(75) son of Khazir Mohammad Wani and Hafeeza Begum wife of Nazir Ahmad Sheikh both the resident of Aloosa.","success(trafilatura, resolved_via_decode, 540 chars)"
Minor Among 3 Injured In Leopard Attack In South Kashmir’s Pulwama - Kashmir Observer,2022-12-02,Jammu & Kashmir,,Leopard,Human Injury,0,3,0,"Leopard injured three people, including a minor, in Pulwama.",0.98,single_incident,,Kashmir Observer,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPem9URmxpVGpnd0wzUlc3cGdyNGxGVVhOOEhaTTQtajJYeTlwWGNQSWN3Rl9tME9xQ1hVZ05QcjJqTWxhOThSeFBuQkNlMXRGTi1OaHd3eWZEZVltVlNscTg4bkFWVVIzdU1aSGxNZC1PT0dUdGxRQVdVUUs3eFJ2R3pEVkJaNzFGWEpVRDVRa09WYVJCQ1J6QVA3ZDZDNUZ6bElYd2NpUlc?oc=5,,"Srinagar- A minor boy was among three persons were injured after a leopard attacked them in Ladoo village of Pampore in South Kashmir’s Pulwama district on Friday.
News agency KNO quoting locals reported that a leopard appeared in orchards of the area today morning and attacked three persons including a 4-year-old boy.
They said the injured were rushed to a nearby hospital, where they were referred to SMHS Srinagar for advanced treatment.
The injured have been identified as Shaheena Akhter (40), Zahid Ahmad (04) and Zakir Hussian (45)—all residents of Ladoo.","success(trafilatura, resolved_via_decode, 564 chars)"
40 sheep and goats killed in attack by leopards in J&K’s Ramban - Greater Kashmir,2020-11-06,Jammu & Kashmir,,Leopard,Livestock Attack,40,0,0,Leopards killed livestock in Ramban.,0.98,single_incident,,Greater Kashmir,https://news.google.com/rss/articles/CBMisAFBVV95cUxOaENHUTd6cUp1QllBNjd6bUUzNG1wclJLdGp2UFBQTjV2XzhsNzlkcFYwTUxrTTdELXFxaVFrN1lrYjhIZ21sWTdlZXVMQWx2VTBfRzZjLS1CbTJJUTR4V3lzTXdaNTdMdXA4alZ5U1dFTUdmZHdETlZXQ3pXQjA3Y2E1SktIc1ZUQ3E3cGZ3T2V4aWpOM09BOEx1RXNwejRQX3BDUmpiWFRNNEN0MUp6Y9IBtAFBVV95cUxOSWVpYVFuUU9xMVF3QlYwdU1MVFhGMXVvLTIxcVVoUm9ZWWtWVG5XUHgzUW41VDVTZUZPelFCRlJpODlwOXZ5Si1ONTdRdlFfRTdHSUFzdHNHdl9yeEF0UGM4b0Z4M05HYmEzZFJiaXlBd1NRVldtUlhCRk1FQjVQZ0s0Sk9hNDd6MEl0cHVjdDVSWjBxQXl6bkh6MkNKcXFPeklqT2lycVB2ekNyYkRURTJUZlo?oc=5,,"Atleast 40 sheep and goats were killed in an attack by wild animals in Kali Masta area of Gool in Ramban district of Jammu and Kashmir last night.
Range officer wildlife department Ramban, Mansoor Ahmad said that a group of leopards entered the House of Gulzar Ahmad Chandail and Farooq Ahmad Chandail in Gundi Gagra in Gool and killed 40 sheep and goats.
He said a team of wildlife department officials has been dispatched to the panchayat Kali Masta from Ramban.
He added there is no provision of any kind of compensation for livestock killed in attacks by wild animals in Wildlife division Kishtwar.
GK Impact:
In response to the Greater Kashmir online edition news shared on social media on Friday regarding 40 sheep and goats killed in wild attack, Deputy Commissioner Ramban Nazim Zai Khan in his post on the department’s failure to compensate livestock said that a report is being sought on the loss and after the investigations of this case, the victims will be compensated under relief.","success(trafilatura, resolved_via_decode, 995 chars)"
"Man dies in leopard attack in Mandi, 5 others injured; animal succumbs after villagers retaliate - The Indian Express",2025-12-24,Himachal Pradesh,,Leopard,Human Death,0,5,1,Leopard attack led to one death and five injuries in Mandi.,0.98,single_incident,,The Indian Express,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNclpLSFM3dzJfMDlPd1VkVkRneGNnUWRrZ0lmd0RnTmpOZGIwdjVlQndBV25iYlR2Z1c3VFpWNWVrNkFsRFRNU2pfZUJqRHRCU0hnWHItS1EyQ1Y3WDdkR0dyOFhTNWx6dGxiX3c1Yld4Sm1tNlBfNWw3R1lIaEdFd0hqSTNULUxwaW5vdGdIc2p3U1lrNTNycVRpSFBHbWV6V3hQdVVWY3F0MGdlZHVzaVJMRkNpLVE3Qk9aYlpubzFEU3NvekFPVkFockR4SmtV0gHXAUFVX3lxTE9UdkI5RkxfbUFKRDlUN0hXbDJKZjR6aDZ2MGdQWjlsaWNDYnVaLVA2WjdxWG40eENZejZ2R0wtNkhnTFZ0MnNQTDFVek5HNFNlMkplTFhqbV9meUQ4MXZIb2hDbGpnclp5LXRMQURMZVB1MzZYOWJtbTJ2ZU1BekZ3Smttd3ZxSUs2RDhxenFpc2JQemR5Z3NYS2RlbFZhcm0yVzE2RVRKdHdBZEstTmI5MEJHY3RGanM5QnR3X3RfZ0tPVmIxSUJZZElmZ19vOTNLTkdxN0tB?oc=5,,"Man dies in leopard attack in Mandi, 5 others injured; animal succumbs after villagers retaliate
The leopard first targeted residents of Chandiyal in Mandi before entering Bhadyal, where four people were seriously injured in separate attacks. It then attacked Balbir Singh in Malwana, killing him.
A man was killed and five others, including two women, were injured after a leopard attacked them around 7 am in Himachal Pradesh’s Mandi district Wednesday morning. The leopard was later attacked by villagers and succumbed to the injuries.
Forest officials identified the victim as Balbir Singh, 39, who had come to Malwana village to visit relatives. The injured have been identified as Sahib Singh, Deena Nath, Champa Devi, Janit, and Rekha Devi. They were admitted to Shri Lal Bahadur Shastri Medical College in Nerchowk.
Preliminary findings suggest that Balbir had stepped out to relieve himself when the leopard attacked him. The injured belonged to three different villages in the Balh Valley. The animal first targeted residents of Chandiyal village before entering Bhadyal, where four people were seriously injured in separate attacks. It later attacked Balbir in Malwana village, killing him on the spot.","success(trafilatura, resolved_via_decode, 1213 chars)"
Leopard Stoned to Death by Mob of 200 Angry Villagers - newsweek.com,2022-02-09,,,Leopard,Retaliation Against Wildlife,0,0,0,A leopard was killed by villagers in retaliation.,0.98,single_incident,,newsweek.com,https://news.google.com/rss/articles/CBMigwFBVV95cUxPdzVIamhreWk0dmZsOXV2M1kyay01bnl2S1FEa1lNbFNRWkY5NkpVSEk3eVV2UmNWT1ZRSHRBSWM5dnRnMW5PeVcwTlNMQWdUMVBGeHNYUDJldG1KZ0FVZW91QkkyRlFYQk5tMUFieW9YZ01EbTZvd2NMLW5HQ2xJOGltSQ?oc=5,,"A leopard has been stoned to death by a ""mob"" of 200 angry villagers in Azad Kashmir, Pakistan, a wildlife official said.
Rina S Khan, Chair of the Islamabad Wildlife Management Board, said villagers ""ganged up"" on the leopard after it was spotted near Hattian Bala village on the morning of February 8.
Pakistani television channel Geo News said people began screaming as the leopard was spotted wandering around the village. Locals cornered the leopard, which then attacked two people causing minor injuries.
The mob then began throwing stones at the animal, causing it to die from excessive bleeding.
Distressing videos and pictures showing the animal being attacked have been shared online. One picture shows the leopard dead with rope around its neck.
The Azad Kashmir Wildlife & Fisheries Department were called at 7 a.m. local time when the leopard was first seen to remove it. However, by the time they arrived at 9 a.m., the leopard was already dead.
Khan told Newsweek that it was the second leopard killed in Azad Kashmir in just six weeks.
In a Tweet, Khan said that the mob had been ""intent"" on killing the leopard, despite police being on their way. ""If you corner a wild animal, of course it will attack you! Why didn't they wait for the wildlife dept and let them do their job?"" she wrote.
Common leopards are critically endangered. They live in sub-Saharan Africa, northeast Africa, Central Asia, India, and China, however most of their populations are under threat, especially outside of Africa. In Pakistan, they are mainly found in the highlands of Balochistan and Sindh, and the mountainous forests of Punjab, and Azad Kashmir.
Tara Pirie, a postdoctoral research fellow specializing in big cats at the University of Surrey in the U.K, told Newsweek that these incidents tend to involve leopards who are injured, unwell or malnourished, meaning they are more likely to attack.
She said that the leopard was probably less able to flee the situation as easily compared to if it were healthy, so it attacked in order to defend itself.
""Unfortunately because of the ever increasing human encroachment on the diminishing pockets of natural habitat, conflict like this will continue to happen due to there being less space and food for leopards and other carnivores,"" she said. ""This forces them to search for alternatives which brings them into conflict with humans.""
This sort of incident is not uncommon. Leopards are wandering into villages more regularly because their habitats have been destroyed to make room for houses.
Luke Hunter, executive director of the Big Cats Program at the Wildlife Conservation Society, told Newsweek that compared to most big cats, leopards are ""amazingly tolerant"" of human activity and go out of their way to avoid conflict.
""But free-ranging livestock is vulnerable to wild carnivores, and people are justifiably aggrieved when a leopard kills their livelihood. Conflict, and a dead leopard, is often the sad outcome,"" he said.
In 2020, Pakistan prime minister Imran Khan announced plans to better protect the country's wildlife. However the hunting of leopards has persisted. People usually attack leopards either to sell their fur, or protect livestock.
Alongside pictures and videos of the attack on Twitter, Rina S said it was unacceptable and called for the culprits to be held to account. ""A mob of 200 attacked leopard who came near village & killed animal mercilessly. ... The culprits must be punished,"" she wrote.
She said there will be hardly any common leopards left in Pakistan ""at this rate.""
The body of the leopard has been sent for an autopsy to Muzaffarabad.
A similar incident occurred in Kashmir in January, when a female leopard died after being shot by a villager. The Guardian reported that calls to protect Pakistan's critically endangered wildlife increased following the incident. The suspect was arrested and released on bail.
This article has been updated to include quotes from Luke Hunter.","success(trafilatura, resolved_via_decode, 3973 chars)"
"Leopard mauls down a person to death, injures five in Balh valley of Mandi district - himachalguardian.com",2025-12-24,Himachal Pradesh,Mandi,Leopard,Human Death,0,5,1,"Leopard attacked and killed a person, injuring five others.",0.98,single_incident,,himachalguardian.com,https://news.google.com/rss/articles/CBMivAFBVV95cUxNTC00eHdkTFhSZFdWN1Q3LXc3UGRMem53bFdBMFUtRmRZWWthNnpBTjRFb2IzR3ZROHJOV0tNcGdTTWgxczFZeTVIbHFPaVRfWUhRYTNJU3RqVGZJTEFfQWtrS1YtQmtZZHp1czcyYmUxd1R3aFgwdUlIQURUUVljUW9IZFY1Y21pOEhGc2VVdVEzcHZFZUQ1SktZczVReC1oZlpZcnZvRU02MU40dlhQR0Z1cmJhN1JWOUt0Xw?oc=5,,"One person was mauled down to death by a leopard and five others injured in Bhadyal and surrounding villages in Balh valley of Mandi district on Wednesday morning creating a scare among people, who later killed the beast.
The first attack was reported in the early morning at about 5.30 am in Chandyal village when the leopard attacked migrant workers heading towards a sand mine.
As per a villager Pradeep, “After attacking workers it ran towards a ravine and mowed down Balvir Singh (40), a resident of Mandi who had come to visit his relatives living in Bhadyal village; it reportedly slit his throat with his paw and killed him.
As per a forest official, “It injured Sahib Singh, Dina Nath, Janit and Rekha Devi in Chandyal village and Champa Devi in Malwana village.”
All Injured are being treated at Shri Lal Bahadur Shastri Government Medical College and Hospital, Nerchowk.
Pradeep said , “ As the news of the attack by the leopard spread the panicked villagers gathered carrying sickles, sharp instruments and long sticks, they hit the animal to save themselves from further attack and killed it.”","success(trafilatura, resolved_via_decode, 1106 chars)"
Man vs leopard: Big cat attacks man; gets killed by irate villagers in front of forest department officials - Times Now,2020-04-12,,,Leopard,Retaliation Against Wildlife,0,0,0,A leopard attacked a man and was subsequently killed by villagers.,0.98,single_incident,,Times Now,https://news.google.com/rss/articles/CBMi_gFBVV95cUxQVzhuNDJlNkNrTzJOZjd1WGl3cGotclJlWGxrd3VKTlh2NmFMSXlvZHZtekJsSmZfSFF4VW9vNnk0X0lVa2NVaEk2VFFLWEEwcFJFU1FPc1B1clpja2pXcEprQ0c2Q0dNdGZ5ZHZ3WWlkSEZSSU9IWHRsZmtzbjdEMWpCQVlfblpzOFJ3Tnc4b2h6ME5wOEdMbl80TFR0TzNfZW5FamRrLUZldDJWOWlkSVRYbXlTR2VJSnFYMFRCMEVNb1FyTDVNT1BGNGZ4YzhkenROb1A1cW1US3hTalB2cmNJTlJNYmNrRW1BNy05aU5wVUlhaXc3czRYeWE2dw?oc=5,,,extraction_failed(page_fetch_failed after resolved_via_decode)
Water pipeline worker attacked by leopard in Himachal Pradesh - indiablooms.com,2020-12-24,Himachal Pradesh,,Leopard,Human Injury,0,1,0,A worker was injured in an attack by a leopard.,0.98,single_incident,,indiablooms.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxQcVM4ME9RWWJkSzVmaWZKTS1BTk80UjFxa2tNSjVsSnpVaDNsOWoxUEZqNlliM3RHWUJxdzA1YjJfSUhJX1FULXVURGplY2ZoczBhVEJnbGV4SE85YW4ySzVtZEV6VFMwN1JKa0FlbnJ6SFJhQTVjbkkwX0JrT2dHSnFDeW0yY2RWeG5HUVdINDhOdXJQWWxiaTg2LWFEcXhLMXkyeGRNSQ?oc=5,,"Water pipeline worker attacked by leopard in Himachal Pradesh
Shimla/UNI: A 45-year-old man working in a forest near Shimla was injured after being attacked by a leopard, police said on Thursday.
The leopard, who reportedly attacked the man while he was laying a water pipeline, fled the spot when the victim's co-workers arrived on hearing his cries.
According to police, the incident occurred in the forest adjoining Salana village near Shoghi at about 1530 hrs on Wednesday afternoon, when some workers were laying water pipelines in the area for an irrigation and public health (IPH) project.
	
“One of them, Abdul Gafur, was allegedly attacked by the leopard while he was at work. The rest of the workers were present some distance away. They rushed to the spot after hearing Gafur's cries and the animal fled on seeing them,” said a police official.
Gafur received injuries on his right leg where the leopard attacked him with its paw, and was given first aid before being rushed to the IGMC hospital in Shimla for treatment, the police said.
	
The victim is a resident of Mandi in Poonch district of Jammu and Kashmir, and had arrived in Shimla along with his two sons and five others after being hired by an IPH contractor, officials said.
“We have alerted the forest authorities, and the concerned divisional forest officer has sent a wildlife team to the spot to search and capture the animal,” he added.
Support Our Journalism
We cannot do without you.. your contribution supports unbiased journalism
IBNS is not driven by any ism- not wokeism, not racism, not skewed secularism, not hyper right-wing or left liberal ideals, nor by any hardline religious beliefs or hyper nationalism. We want to serve you good old objective news, as they are. We do not judge or preach. We let people decide for themselves. We only try to present factual and well-sourced news.","success(trafilatura, resolved_via_decode, 1872 chars)"
"Uttarakhand mob burns alive leopard caught by forest officials, 150 villagers booked - The Indian Express",2022-05-26,Uttarakhand,,Leopard,Retaliation Against Wildlife,0,0,0,A leopard was killed by a mob after being captured.,0.98,single_incident,,The Indian Express,https://news.google.com/rss/articles/CBMirAFBVV95cUxPVkdoOEFfUGZNRWg2dlQzOWwxdndWZVFzdjN2bjI0aEp6NEd6S3lDUGFEb0w2b3VLMjRGQjlKSEtqZ2t5Mk9LMTlsOUpiODZxVVNGYnpwdUVIUS02N3BWWjdsSnFacWlSQ0Y2NHBOTzFFbUFiX05PZUJIeDkyR2FUNHNfTE1hQ1FTRmRBbG42LTRYRjRwM1ZMVjNQTTdNMUl0Vl9oYTJnSHBZb3JC0gGzAUFVX3lxTE0zV2JKVWhQUkJtYzFXYlNKanBVZTlpcEpndkxieDgxdFBSWno2dDd6Q0lrWUlqMnJ3VGpvampjOFpzbWVfMUF0UXlEZEExQXRwQV9XSzVsMGtQbVp3RExKVzFQeDMyTWsyb29SYjhTbjVBQ0EtU2MycHB0UWpDLW45SjFqbHFEVklPTnI5aVdtdExCVlBlZU9BZ0ZwSDVkM3doaE10cXdMQW5MMEhORVpMeERn?oc=5,,"A seven-year-old male leopard captured by the Uttarakhand forest department was burnt alive by an angry mob in a village in Pauri Garhwal district in the presence of department officials on Tuesday.
According to officials, the locals were agitated over the death of a woman who was mauled by a leopard earlier this month. It is, however, not clear whether the leopard killed was the same as the one involved in the fatal attack on the woman. A first information report was registered against the local village pradhan and 149 others under the Wildlife Protection Act and other relevant laws.
Talking to The Indian Express, district forest officer Mukesh Sharma said the woman, identified as 47-year-old Sushma Devi, was killed by a leopard in Saplodi village in the district on May 15, following which forest officials placed cages at two different locations in the area to catch the animal.
“On Tuesday morning around 5.20am, we got information that a leopard was caught in one of the cages. The forest department officials rushed to the spot. There they talked to the locals, but an angry mob led by the local village pradhan attacked the cage. They poured petrol and threw dry grass on the animal and set him on fire. The forest department officials tried to stop them but the mob of Saplodi and three-four neighbouring villages was just too overwhelming for them,” said Sharma.
“After the incident, we sent the leopard’s body for a postmortem. We also got an FIR registered against the villagers who took the law into their hands. The animal killed is a seven-year-old male leopard. We could not confirm if it was the same leopard that killed the woman. We are also investigating why the villagers attacked the leopard,” he said.
Buy Now | Our best subscription plan now has a special price
In 2011 a similar incident was reported when an angry mob in Dhamdhar village of the district burnt alive a leopard in front of forest and police officials. A case registered over the killing of the animal was later withdrawn.
In several cases, the forest department calls hunters to kill leopards when they turn into man-eaters. In 2020, hunters engaged by the department shot dead a leopard in Almora district after it killed two people. Earlier this year, a leopard that killed a boy in Tehri was shot dead by hunters hired by the department.
As per a rough estimate, close to a dozen people have died in leopard attacks in the state this year.","success(trafilatura, resolved_via_decode, 2442 chars)"
"Human-leopard conflict rises in Uttarakhand, over 10 people killed in 2 months | India News - Hindustan Times",2020-10-14,Uttarakhand,,Leopard,Human Death,0,0,10,Over 10 people have been killed in recent human-leopard conflicts in Uttarakhand.,0.98,aggregate_period_total,,Hindustan Times,https://news.google.com/rss/articles/CBMi7AFBVV95cUxQRjJ4Q0xGWXhLUWpiVEFJMk0tcnQ3SDdQdE9JQ0s4WThpcE9kS2k1bDZLY0txVWtyLXRHX3hDRktJLVBYeFFCY2RBVmhTamtBYmZtOUpROGVibUtYcUlQRzVtU29jQk84RVBfT3FnVERoZ1hpR3ZQSFRhWVJtTnhJRzBtU3JFQ2JrTXdscEYzNk5QbC11UnUwaVNZVEVOLTBxMUREdDVzMkd5YVh2NXNRQ2hxbFJBQnNiTTUydmdFalc2dXg4ZVZsQ1R1bWFkaHZwRy1rcm01dU1wS1NrLWZ2WWdFZUZvOGlEUE9CRdIB8gFBVV95cUxNZEFGcjB1V0t1NW9yS2syVDVOcDdtU3QwZVNfdTBuZ1prSElyTTk5WlVEZzN3NDNzZy1tSWN0aGlnS2VOYl9ZNUN3YkZEdWVKdTZxdUp0c1NMOXNsRkxmSmtZLThrV1VvOF8wTU5MU2Iwci0tUGdPVmczSEUtU1hvcFdsT2xwdE16M3Rkd0I1NEg0cTVsRllCcUEwNzFOVkJWZmlSSUg2UzhwVGR2RFlpSDJxVWdhbUNMaHB3eHFPclQ2UXZmWndDbU5MRDlGRVJSMjZQV3lyNVRkek83U3VSa3ZVVkVJY2NFQTcyd0ZtbV9pQQ?oc=5,,"Human-leopard conflict rises in Uttarakhand, over 10 people killed in 2 months
Another maneater leopard was shot dead in Tehri Garhwal district where it had killed two children. It was the fifth maneater to be killed this year.
With the onset of winter, man-leopard conflict is again on the rise in Uttarakhand. In the past two months, over ten people have been killed in leopard attacks across the state.
On Tuesday evening a maneater leopard was shot dead in Tehri Garhwal district where it had killed two children. The spotted big cat was shot by a hunter engaged by the forest department.
Manmohan Bisht, sub-divisional forest officer of Narendra division in the district said that it was a six-year-old male leopard that was shot.
“In a week’s span, the leopard had killed two children and even attacked a group of villagers after which we wrote to the state forest department asking to declare it as a ‘man-eater’. We got permission on Monday after which it was shot late on Tuesday evening,” said Bisht.
He said that the carcass of the leopard was recovered from forests late at night itself and sent for a post-mortem examination on Wednesday morning.
According to the state forest department’s records, 75 leopards have been declared dangerous to human life (or declared as ‘man-eaters’) this year till August. Last year, 55 leopards were declared dangerous to human life.
This year so far, five maneater leopards have been killed by hunters engaged by the state forest department. Last year in October, two maneater leopards were killed in Uttarakhand within one week. A maneater leopard that had killed two children in Pauri, was killed by hunter Azhar Khan. Another hunter, Joy Hukil, shot dead another maneater leopard that created terror in some areas of Pithoragarh district. The leopard had killed a woman in Pithoragarh’s Papdeo village on September 3 last year.
The conflict between leopards and people in the hills in Uttarakhand has been a major problem, especially during winter months when such attacks increase. According to experts the conflict is likely to increase due to rising human and leopard population, habitat interference, presence of easy food like small domestic animals and children, changes in the availability of food in the forests, habitat fragmentation and increasing intrusion of humans into forest areas.
S Sathyakumar, senior scientist from Wildlife Institute of India (WII) Dehradun said in winters it is easier for the leopard to hide as the days are short and light is less, but there is no proven study that leopard attacks increase during winters.
The increasing man-leopard conflict in the state often leads to protests by villagers whenever anyone, especially a child, is killed in a leopard attack. In June 2018, angry villagers in Harinagari area of Bageshwar set a forest on fire after a leopard killed a seven-year-old boy. The boy’s half-eaten body was found in the nearby forest area.","success(trafilatura, resolved_via_decode, 2942 chars)"
